,Hospital Name,Hospital Address,City Name,Pin Code,State,Hospital Type,Contact Number
3812,KUTE HOSPITAL AND LAPROSCOPIC CENTER - SANGAMNER,"40 FT, D.P. ROAD, TAJANE MALA, NAVIN NAGAR ROAD, SANGAMNER", SANGAMNER, 422605, MAHARASHTRA, PPN, [2425]226688
3813,WELLNESS SPECIALTY CLINIC - PUNE,"213, 2ND FLOOR,VISION GALLRIA, NEXT TO KUNAL ICON SOCIETY, PIMPLE SAUDAGAR", PUNE, 411027, MAHARASHTRA, PPN, [20]27606477
3814,LIFEWAVE HOSPITAL LLP - MUMBAI,"A/5 SUKHSAGAR MAHAL, BACHANI NAGAR ROAD", MUMBAI, 400097, MAHARASHTRA, PPN, [22]28444433/ 28804345
3815,HIREMATH NURSING HOME - PUNE,"Plot No-24, Survey-283, Talera Nagar, Chinchwadgaon, Talera Hospital Rd, Chinchwad, Pimpri-Chinchwad", PUNE, 411033, MAHARASHTRA, PPN, [20]8888336352
3816,SUDHARM HOSPITAL - NASIK,"HARIKRISHNA HOSPITAL,OPP PANCHAVATI BUS DEPOT, OLD ADGAON NAKA,NASHIK", NASIK, 422003, MAHARASHTRA, PPN, [253]02532510117
3817,VITTHALKRUPA HOSPITAL- KALYAN E,"B-1 GROUND FOOR, RAM APPARTMENT KATEMANAVALI JUNCTION KALYAN (E)", MUMBAI - KALYAN, 421306, MAHARASHTRA, PPN, [251]2361144
3818,"SANJEEVANI NURSING HOME - HADAPSAR, PUNE","GADITAL, SOLAPUR ROAD, HADAPSAR,", PUNE, 411028, MAHARASHTRA, PPN, [020]26991375
3819,ORCHID SPECIALITY HOSPITAL - PUNE,SURVEY NO.282/3/3, PUNE, 411047, MAHARASHTRA, PPN, [20]7507247247 / 7507997766
3820,RUBY HALL CLINIC - HINJAWADI,"PLOT NO 33, PHASE 1, RAJEEV GANDHI INFOTECH PARK", PUNE, 411057, MAHARASHTRA, Other, [20]66999999/66999951
3821,SAI SIDDHI HOSPITAL - MUMBAI,"E-5/03, Highland Park, Jai Shastri Nagar, Mulund Colony, Mulund (W).", MUMBAI, 400082, MAHARASHTRA, PPN, [22]25905599
3822,BHAKTI VEDANTA HOSPITAL & RESEARCH INSTITUTE - THANE,"Sec-I Srishti Complex, Bhakti vedanta Swami Marg, Nr. Sri Sri Radha Giridhari Temple (ISKCON), Mira Road, Thane - 401104", THANE, 401107, MAHARASHTRA, Other, [22]022 29452577
3823,PANDIT ACCIDENT HOSPITAL - AHMEDNAGAR,"SWASTIK CHOWK , STATION ROAD", AHMEDNAGAR, 414001, MAHARASHTRA, PPN, [241]2451212
3824,NEW LIFE CHILD CARE CLINIC AND HOSPITAL - PUNE,"OPP.D-MART KALEWADI PIMPRI PUNE, OPP.M.M.SCHOOL KALEWADI, PIMRPI CHINCHWAD", PUNE, 411017, MAHARASHTRA, PPN, [20]65328322
3825,"CHAKAN CRITICARE HOSP PVT LTD. - CHAKAN, PUNE","GAT NO 1152, CHAKAN SHIKRAPUR ROAD", PUNE, 410501, MAHARASHTRA, PPN," [02135]FIX LINES: 8237514700,8237614700 , MOB. : 8149614700, 8149714700"
3826,"SANJEEVAN HOSPITAL - BHOSARI,PUNE",HUTATAMA CHOWK, PUNE, 411039, MAHARASHTRA, PPN, [20]69169499/7798982437
3827,VORA BABY CARE HOSPITAL - PHALTAN,SANMATINAGAR, PHALTAN, 415523, MAHARASHTRA, PPN, [2166]223862
3828,SHREE MAHAGANAPATI HOSPITAL - TITWALA,"PLOT. NO. 75/76, RADHA NAGAR, GANESH MANDIR ROAD, Near Saibaba Temple, Radhanagar, Titwala", THANE, 421605, MAHARASHTRA, PPN, [251]2380068 / 2380098
3829,SIR H. N. HOSPITAL TRUST (SIR H.N. RELIANCE FOUNDATION HOSPITAL AND RESEARCH CENTRE) - MUMBAI,"PRARTHANA SAMAJ,GIRGAUM", MUMBAI, 400004, MAHARASHTRA, Other, [22]61305001 / 02 / 03
3830,KRISHNA HOSPITAL-LATUR,SHYAM NAGAR AMBEJOGAI ROAD LATUR, LATUR, 413531, MAHARASHTRA, PPN, [02382]228490
3831,ZENITH MEDICARE PVT. LTD. - PUNE,"156/2A/2A, OPP. VAIBHAV THEATRE, PUNE-SOLAPUR ROAD, HADAPSAR.", PUNE, 411028, MAHARASHTRA, PPN, [020]26814848
3832,SYMPHONY HOSPITAL - NASHIK,"OPP. ARCHIES GALLERY, COLLEGE ROAD, NASHIK", NASIK, 422005, MAHARASHTRA, PPN," [253]2311064, 2318064"
3833,S.M.VISHWAKARMA MEMORIAL EYE HOSPITAL - NAGPUR,"DR.AMBEDKAR ROAD, KAMAL CHOWK, NAGPUR", NAGPUR, 440017, MAHARASHTRA, PPN, []2640665
3834,KHALATKAR HOSPITAL - NAGPUR,"29, RESHIMBAG UMRED ROAD", NAGPUR, 440009, MAHARASHTRA, PPN, [0712]2740600
3835,"CLOUDNINE HOSPITAL ""KIDS CLINIC INDIA PVT. LTD - SHIVAJINAGAR - PUNE","CLOUDNINE"" AXON BUILDING, SURVEY NO. 28/1, BHAMBURDA, NEAR SAKHAR SANKHUL, SHIVAJINAGAR", PUNE, 411005, MAHARASHTRA, PPN, [20]44671111
3836,"DR. MENDADKAR'S CHILDREN HOSPITAL,NICU & PICU - MUMBAI","Angolimala CHS, C wing, 101,", MUMBAI, 400024, MAHARASHTRA, PPN, [22]25222500
3837,SHINDE HOSPITAL AND MATERNITY HOME - PUNE,"At post -Wadebolai ,Tal- haveli , Dist -Pune-412207", PUNE, 412207, MAHARASHTRA, PPN, [20]65111161
3838,SUKHAKARTA HOSPITAL - NASIK,"NEAR VISHWAS BANK, ITI, AMBAD LINK ROAD, KHUTWAD NAGAR, NASHIK", NASIK, 422008, MAHARASHTRA, PPN, [253]6575450
3839,AAROGYADHAM MULTISPECIALITY HOSPITAL - KALWAN,"Ground Floor, Janki Tower,", KALWAN, 400605, MAHARASHTRA, PPN, [22]25450051
3840,GALAXY HOSPITAL - AHMEDNAGAR,"opp. St. Monika College, Gaikwad Colony, Savedi Road, Ahmednagar", AHMEDNAGAR, 414003, MAHARASHTRA, PPN, [241]2424228
3841,DR. CHINCHOLE EYE HOSPITAL - BULDHANA,"CIRCULAR ROAD, DR. CHINCHOLE CHOWK, BULDANA", BULDHANA, 443001, MAHARASHTRA, PPN, [7262]242206
3842,DHANVANTARI HOSPITAL - SANGAMNER,NEW NAGAR ROAD TAJANE MALA SANGAMNER, SANGAMNER, 422605, MAHARASHTRA, PPN, [2425]227575
3843,MIT HOSPITAL & RESEARCH INSTITUTE - AURANGABAD,"Plot No. 144, Near Kamgar Chowk, N-4, CIDCO, Aurangabad", AURANGABAD, 431003, MAHARASHTRA, PPN, [240]7774047452
3844,RANE HOSPITAL-AKLUJ,100FEET BYE PASS RODE NEAR SUMITRA MOTAORS AKLUJ, AKLUJ, 413101, MAHARASHTRA, PPN, [02185]224545
3845,VENUS CRITICAL CARE HOSPITAL - NAGPUR,"PLOT NO 605 & 607 ,KESHAV COMPLEX , KAMPTEE ROAD , 10 NO. PULIA, NAGPUR", NAGPUR, 440017, MAHARASHTRA, PPN, [712]2651651
3846,ALATKAR HOSPITAL - PUNE,"A101, A102 NURSING HOME, AMAR PLAZA HOUSING SOCIETY, PUNE", PUNE, 411028, MAHARASHTRA, PPN, [20]26815836
3847,CHIRJEEVAN HOSPITAL AND RESEARCH CENTRE - PHALTAN,"5, RING ROAD PHALTAN", PHALTAN, 415523, MAHARASHTRA, PPN, [2166]221262
3848,CHELLARAM DIABETES HOSPITAL - PUNE,"LALANI QUANTUM, PUNE-BANGALORE HIGHWAY, BAVDHAN BUDRUK,", PUNE, 411021, MAHARASHTRA, PPN, [20]66839777
3849,SHRI RADHAKRISHNA HOSPITAL AND RESEARCH INSTITUTE,"EAST WARDHAMAN NAGAR, NAGPUR", NAGPUR, 440008, MAHARASHTRA, PPN, [712]2790572/2680582
3850,PARBHANI ICU & TRAUMA CARE - PARBHANI,"Bhargav Lay Out, New Doctor Lane, Bus Stand Road, Parbhani", PARBHANI, 431401, MAHARASHTRA, PPN, [2452]229900
3851,PUNE INTERNATIONAL BURNS AND COSMETIC CENTER - PUNE,"PUNE NASHIK HIGHWAY , CHANDANI CHOWK, BHOSARI,", PUNE, 411039, MAHARASHTRA, PPN, [20 ]0
3852,DR KHANDEKAR ACCIDENT CLINIC - MUMBAI,"NATH KRUPA, PLOT NO. 2, ROAD NO.1, SECTOR-1, NEW PANVEL (E)-410206", MUMBAI - PANVEL, 410206, MAHARASHTRA, PPN, [22]27460778
3853,CHIKHALE MULTISPECIALITY AND CANCER HOSPITAL - NAGPUR,"1,DYANESHWAR NAGAR MANEWADA CEMENT ROAD NAGPUR", NAGPUR, 440027, MAHARASHTRA, PPN, [712]07122740030
3854,UNIQUE MULTI SPECIALITY HOSPITAL - PUNE,"MATALWADI PHATA, A/P BHUGAON, TAL-MULSHI, DIST-PUNE", PUNE, 412115, MAHARASHTRA, PPN," [22]9158647474, 9158347474"
3855,SPARSH CHILDRENS HOSPITAL - KALYAN,"GANESH LEHAR VILLA, 1ST FLOOR, OPP. NATRAJ HOTEL, NEAR FLYOVER, KATEMANAVLI, PUNE LINK ROAD", KALYAN, 421306, MAHARASHTRA, PPN, [250]9833304911
3856,NEW LIFE HOSPITAL - BHUSAWAL,"NEAR BANK OF INDIA, JAMNER ROAD,", BHUSAWAL, 425201, MAHARASHTRA, PPN, [2582]229815
3857,GAJANAN HOSPITAL&CRITICAL CARE CENTRE - AURANGABAD,"PLOT NO 8,SARANG SOCIETY, GARKHEDA PARISAR", AURANGABAD, 431005, MAHARASHTRA, PPN, [240]02402451055
3858,PHOENIX NURSING HOME - NASHIK,"FIRST FLOOR, YASHIKA PLAZA, GOVIND NAGAR, MUMBAI-AGRA HIGHWAY, NASHIK", NASIK, 422009, MAHARASHTRA, PPN, [253]2471245
3859,MULIK EYE CARE HOSPITAL - JALGAON,"NEAR STATE BANK OF INDIA,JALHAPETH,JALGAON", JALGAON, 425001, MAHARASHTRA, PPN, [257]02572226122
3860,YASH MATERNITY & NURSING HOME - PHALTAN,"RING ROAD, LAXMINAGAR", PHALTAN, 415523, MAHARASHTRA, PPN, [2166]9890333240
3861,PATEL CLINIC - PANVEL,"Kuber Appartment, Near City Police Station, Joshi Ali, Panvel, Raigad", PANVEL, 410206, MAHARASHTRA, PPN, [22]022-27453859
3862,SHREE GAJANAN HEART & EYE HOSPITAL PVT LTD - JALGAON,"PLOT NO. 370, OMKAR NAGAR, OPP. GENERAL POST OFFICE, JILHA PETH JALGAO", JALGAON, 425001, MAHARASHTRA, PPN, [257]2236293
3863,SAI SEVA BALRUGNALAY - AHMEDNAGAR,"PLOT NO. 2, s. NO. 43/2/2, SHRI RAM CHAUK, PIPELINE ROAD, SAVEDI, AHMEDNAGAR 414003", AHMEDNAGAR, 414003, MAHARASHTRA, PPN, [241]02412343100
3864,SHREE HOSPITAL AND CRITICAL CARE CENTRE - NAGPUR,"799,OM NAGAR OPP TAJSHREE BUILDING MIRCHI BAZAR SAKKARDHARA SQ.NAGPUR", NAGPUR, 440009, MAHARASHTRA, PPN, [712]0712-2705904
3865,SHRI SIDDHESHWAR MULTISPECIALITY HOSPITAL - DHULE(UNIT OF KULSWAMINI HEALTHCARE PVT LTD),"PLOT NO 35 & 39,NEAR GANPATI MANDIR,", DHULE, 424002, MAHARASHTRA, PPN, [02562]282100/200/300
3866,"HEALING HANDS CLINIC-DHOLE PATIL ROAD,PUNE","4TH FLOOR,MILLENIUM STAR EXTENSION,ABOVE KFC RESTAURANT,ADJACENT TO RUBY HALL ENTRANCE GATE", PUNE, 411001, MAHARASHTRA, PPN, [020]814913
3867,DURVANKUR HOSPITAL - PUNE,"NEAR PMT BUS STOP, KOREGAON BHIMA, TAL- SHIRUR # 9766126094 & 9850043550", PUNE, 412216, MAHARASHTRA, PPN, [2137 ]252525
3868,WOCKHARDT HOSPITALS LIMITED - MUMBAI,"1877, DR.ANAND RAO NAIR MARG,MUMBAI CENTRAL", MUMBAI, 400011, MAHARASHTRA, PPN, [022]61784444
3869,PULSE HOSPITAL (A UNIT OF ENGRAM HEALTH CARE PVT. LTD.) - KOLHAPUR,"RS NO. 484, K/25, PLOT NO.28, GHATAGE COLONY,KADAMWADI ROAD, GHATAGE COLONY", KOLHAPUR, 416003, MAHARASHTRA, PPN, [231]231
3870,KALPATARU MULTISPECIALITY HOSPITAL - NASIK,"1ST FLOOR, RONGHTHA SHOPPING MALL, BESIDE BURKULE HALL, UTTAM NAGAR, CIDCO", NASIK, 422010, MAHARASHTRA, PPN, [253]2382030
3871,LIFE MULTISPECIALITY HOSPITAL & TRAUMA CENTER - AURANGABAD,"PLOT NO. 6, CIDCO, N-2, SECTOR - A,RAMNAGAR CORNER, JALNA ROAD", AURANGABAD, 431003, MAHARASHTRA, PPN, [240]2480516/17/18
3872,ACHARYA VINOBA BHAVE RURAL HOSPITAL - WARDHA,PALOTI ROAD, WARDHA, 442001, MAHARASHTRA, Other, [7152]287701/2/3/4/5/6
3873,PARISOHA FOUNDATION PVT LTD - MUMBAI,"SHRADDHANAND ROAD, OPP.,RAILWAY STN,. GHATKOPAR (W),", MUMBAI, 400086, MAHARASHTRA, PPN, [22]2513977
3874,SPARSHAD NURSING HOME - MUMBAI,"D' WING, 1ST & 2ND FLORR, SAISHRUTI BUILDING, ADJ SHANGRILLA BISCUIT COMPANY", MUMBAI, 400078, MAHARASHTRA, PPN, [22]65285774/25948769
3875,KUDALKAR HOSPITAL - KOLHAPUR,"Near Police Station, Hatkanangle Road, Near Vadgaon High School, Peth Vadgaon", KOLHAPUR, 416112, MAHARASHTRA, PPN, [0230]2471450
3876,SHAISHAV CHILDRENS HOSPITAL AND RESEARCH CENTER PRIVATE LIMITED - PUNE,"695 SADHSHIV PETH,OPP VIJAY CINEMA,LAXMI ROAD,NEAR RAGHAVENDRA MATH,", PUNE, 411030, MAHARASHTRA, Other, [020]24457234/24450378/41479108
3877,APEX HOSPITAL (MITALI FOUNDATION'S) - PUNE,"PUNE-NASHIK HIGHWAY,RAJGURUNAGAR,TAL:KHED,DIST", PUNE, 410505, MAHARASHTRA, PPN, [2135]224900/223900
3878,MIRA-BHAYANDAR INSTITUTE FOR REPRODUCTIVE ASSISTANCE - BHAYANDER,"PLOT NO 568/1,NEAR SALASAR BUSINESS PARK,FLYOVER BRIDGE,BHAYANDAR WEST,NEAR DMART,", BHAYANDAR, 401101, MAHARASHTRA, PPN, [022]9029089998
3879,SUSHRUSHA HOSPITAL - PUNE,"GAT NO-650,PUNE NAGAR ROAD,WAGHOLI", PUNE, 412207, MAHARASHTRA, PPN, [020]8308849722
3880,DEOYANI MULTISPECIALITY HOSPITAL - PUNE,"PLOT. NO.121,LANE NO.4 ,NEAR CUMMINS CIRCLE DAHANUKAR COLONY,KOTHRUD,", PUNE, 411038, MAHARASHTRA, Other, [20]39623962
3881,PANACEA HOSPITAL - PANVEL,"PLOT NO 105,106,OPP TO GURUDAWARA, SECTOR-8,NEW PANVEL,", PANVEL, 410206, MAHARASHTRA, PPN, [022]27469902/03/04
3882,APPLE HOSPITAL & RESERCH INSTITUTE LIMITED - KOLHAPUR,"804/805-2, CIRCUIT HOUSE, KADAMWADI ROAD", KOLHAPUR, 416003, MAHARASHTRA, PPN, [0231]2688888
3883,OMKAR HOSPITAL & MATERNITY HOME - SHIRUR,"RANJANGAON MIDC ,PUNE NAGAR HIGHWAY, KAREGAON", SHIRUR, 412220, MAHARASHTRA, PPN, [912138]O2138221849
3884,SOOD EYE HOSPITAL FOR ADVANCE EYECARE PVT.LTD - NAGPUR,"SHREEWARDHAN COMPLEX,WARDHA ROAD,RAMDASPETH,", NAGPUR, 440012, MAHARASHTRA, Other, [0712]2435535
3885,SAMARPAN HOSPITAL & RESEARCH INSTITUTE (A UNIT OF BIG VISION RESEARCH INSTITUTE PVT.LTD.)-NAGPUR,"1072,1073 BINAKI LAYOUT, SUJATA NAGAR, NEAR VAISHALI NAGAR T-POINT", NAGPUR, 440017, MAHARASHTRA, Other, [0712]2644345/2644346/2644347
3886,GOLD RUSH HOSPITAL-Pune,"BYPASS ROAD,NEAR RELIANCE MART,KHARADI", PUNE, 411014, MAHARASHTRA, PPN, [020]65007655
3887,GANESH MEMORIAL HOSPITAL & ENDOSCPOOY CENTER - KALYAN,"5,TULIP FLOWER VALLY, KHADAKPADA, KALYAN (W)", KALYAN, 421301, MAHARASHTRA, PPN," [251]8080776036, 02512321786, 9920726466"
3888,NEW HOPE FERTILITY AND IVF CENTRE - MUMBAI,"FIRST FLOOR ,VALERAM TOWER, MARVE ROAD,ORLEM,OPPOSITE ORLEM CHURCH,", MUMBAI, 400064, MAHARASHTRA, Other, [22]28621206/28062137/02228056764
3889,PATIL HOSPITAL GENERAL AND EYE HOSPITAL - PUNE,"MAIN ROAD ,VITTHALWADI", PUNE, 411035, MAHARASHTRA, PPN, [20]020-27640191/9890367161
3890,"ATLANTIS MULTISPECIALITY HOSPITAL - MALAD WEST , MUMBAI","A-101-104,BAYVIEW,RATHODI VILLAGE,MARVE ROAD, MALAD WEST", MUMBAI, 400095, MAHARASHTRA, PPN, [022]28887201
3891,GOLDEN CARE HOSPITAL - PUNE,"S.NO.117/3, HINJEWADI ROAD, BHUMKAR WASWTI ,WAKAD, PUNE.", PUNE, 411057, MAHARASHTRA, PPN," [20]6800 1111, 6800 2222."
3892,CENTURY MULTISPECIALITY HOSPITAL - AURANGABAD,"OPP CENTRAL BUS STAND, BEHIND HOTEL AJINKYA,", AURANGABAD, 431001, MAHARASHTRA, PPN, [240]257120
3893,SHRADDHA HOSPITAL - MUMBAI,"A1 A2 B2, RANJAN RITIKA NEXT TO NEW DAHISAR POLICE STATION", MUMBAI, 400068, MAHARASHTRA, PPN, [022]28281239
3894,ASHWINI SAHAKARI RUGNALAYA ANI SANSHODAN KENDRA NIY,"Survey No - 7107-1, Tank Plot No- 180,North Sadar Bazar,Solapur - 410003", SOLAPUR, 413003, MAHARASHTRA, Other, [0217]2319900/05
3895,S. S. HOSIPTAL & RESEARCH CENTRE - THANE,"PAVANPUTRA ENCLAVE, OPP. JAIN TEMPLE, KALHER VILLAGE, BHIWANDI,OPP. JAIN TEMPLE", THANE, 421302, MAHARASHTRA, PPN, [2522]277155
3896,DR. BHANGALES CLINIC & NURSING HOME - DAUND,"SIDDHATAKE ROAD , NEAR STATE BANK OF INDIA,", DAUND, 413801, MAHARASHTRA, PPN, [02117]265030
3897,PHOENIX HOSPITALS PVT LTD - MUMBAI,"CTS.NO 374,B/21,PADMA NAGAR,CHIKUWADI,BORIVALI(W),", MUMBAI, 400092, MAHARASHTRA, PPN, [22]28985672/73
3898,SANT SOPANDEV HOSPITAL-SASWAD,SASWAD - PUNE ROAD, SASWAD, 412301, MAHARASHTRA, PPN, [2115]7841864205
3899,NIRAMAYA PAEDIATRIC CRITICAL CARE & SUPER SPECIALITY HOSPITAL PVT LTD.-NANDED,"RADHEGOVIND BUILDING, SHIVAJI NAGAR", NANDED, 431602, MAHARASHTRA, PPN, [2462]240075
3900,AAROGYADHAN HOSPITAL - THANE,"RajdhaniAppt, Near Balsam Co. RoadNo 16, Kisan Nagar-2, Wagle Estate, Thane-400 604.", THANE, 400604, MAHARASHTRA, PPN, []9920366724
3901,SHATAYU HOSPITAL & AYURVEDIC RESEARCH CENTRE - JEJURI,Morgaon Road Jejuri, JEJURI, 412303, MAHARASHTRA, PPN, [2115]253905/ +919881995700
3902,ABHIYOG HOSPITAL - NAGPUR,"481, Nehru nagar, Sakardara police chowki road, Tiranga Chowk, Nagpur", NAGPUR, 440009, MAHARASHTRA, PPN, [712]2740988
3903,CHAITANYA HOSPITAL-SASWAD,"TARADATTA WEST SOCIETY, BEHIND ANAND PLAZA, NEAR RELIENCE PETROL PUMP, SASWAD", SASWAD, 412301, MAHARASHTRA, PPN, [2115]222259
3904,MANKIKAR HOSPITAL FOR CHILDREN AND LABORATORY - PUNE,DM CHAMBERS ABOVE RUPEE CO OP BANK PUNE NASIK ROAD BHOSARI PUNE - 411039, PUNE, 411039, MAHARASHTRA, PPN, [20]9011087320
3905,APOLLO HOSPITAL - NAVI MUMBAI,"Plot #13, Parsik Hill Road, Off Uran Road,Sector -23, CBD Belapur, Opp. Nerul Wonders Park", NAVI MUMBAI, 400614, MAHARASHTRA, Other, [022]022-33503350
3906,MODY HOSPITAL - NAVI MUMBAI,"Plot 1,2,3, Sector -2 Airoli", NAVI MUMBAI, 400708, MAHARASHTRA, PPN, [22]02227791851
3907,AAROGYA MULTISPECIALITY HOSPITAL AND TRAUMA CENTRE,"herambha heights, old mumbai road,kharegaon naka ,kalwa west, dist thane", THANE, 400605, MAHARASHTRA, PPN, [22]8691078888
3908,Chintamani Hospital - SASWAD,"617/3, opposite Rashtrawadi Bhavan, Hudco Road", SASWAD, 412301, MAHARASHTRA, PPN, [2115]222037/226040
3909,NEWERA HOSPITAL - NAGPUR,"CENTEAL AVENU ROAD, NEAR TELEPHONE EXCHANGE SQUARE, NAGPUR", NAGPUR, 440008, MAHARASHTRA, Other," [712]2764544, 2766244, 6647777, 6647070"
3910,KOKANE HOSPITAL - BARAMATI,"chintamani shaa mala,newase rode baramati -413102", BARAMATI, 413102, MAHARASHTRA, PPN, [413102]9922536863
3911,VATSALYA CHILDRENS & MULTI SPECIALITY HOSPITAL -PUNE,"Khinvasara Trade Centre, 1st & 2nd Floor, Wakad road, Dange chowk, Thergaon, Pune", PUNE - PIMPRI CHINCHWAD, 411033, MAHARASHTRA, PPN, [20]64104438
3912,SWARAASHI NETRALAYA - THANE,"1, Priyadarshini Soc., 1st Flr., A K Joshi (Bedekar) English High School, Mahatma Phule Rd., Naupada", THANE, 400602, MAHARASHTRA, PPN, [22]25449050 / 51
3913,YASH HOSPITAL - PANVEL,"YASH HOSPITAL,1ST FLOOR,TRIMURTI ARCADE,URAN NAKA,OLD PANVEL", NAVI MUMBAI, 410206, MAHARASHTRA, PPN, [022]2227458975
3914,DR BHOR EYE HOSPITAL - PUNE,"a/p chakan , ambethan chowk ,opp. to pdcc bank 410501", PUNE, 410501, MAHARASHTRA, PPN, [2135]9970315520
3915,PARAM MATERNITY & SURGICAL HOME - VIRAR,"E- 101/102, Ambo Vihar, Tirupati Nagar, Virar ( West )", MUMBAI - VASAI, 401301, MAHARASHTRA, PPN, [0]9967655215
3916,PRISM EYE INSTITUTE AND RESEARCH CENTER - PANVEL,"PL. NO- 63, SECTOR-1S, BEHIND CIDCO OFFICE, NEW PANVEL", PANVEL, 410206, MAHARASHTRA, PPN, [22]02227466610
3917,VARDHAN HOSPITAL FOR CHILDREN - KOLHAPUR,"Sykes Extention, Near CBS Stand, Kolhapur - 416001.", KOLHAPUR, 416001, MAHARASHTRA, PPN, [231]2524797
3918,LAXMI HOSPITAL - THANE,"354, Shree Ganesh Complex , Above TDC Bank, Mumbai - Nashik Expressway, Mankoli Naka", THANE, 421302, MAHARASHTRA, PPN, [02522]266660 /9022 31 2222
3919,ACCATC SHRIYASHMULTISPECIALITY HOSPITAL SHREEPUR - SHIRPUR,"in front Pandurang Sugar Factory , Shreepur Tal- Malshiras Dist- solapur", SHIRPUR, 413112, MAHARASHTRA, Other, [02185]9359481058
3920,SAMARTH NETHRALAYA - KHARGHAR,"1st Floor, office no.15,16 Siddhivinayak Residency, Plot No.18, Sector-20, Near Shilp Chowk", NAVI MUMBAI, 410210, MAHARASHTRA, PPN, [22]8652458337
3921,Balaji Pediatric and Dental hospital - Ahmednagar,"In front of Bedekar Classes, Gumare Galli,Amednagar.", AHMEDNAGAR, 414001, MAHARASHTRA, PPN, [241]02412428888
3922,K J SOMAIYA HOSPITAL & RESEARCH CENTRE - SION,SOMAIYA AYURVIHAR OPP EASTERN EXPRESS HIGHWAY SION, MUMBAI, 400022, MAHARASHTRA, PPN, [22]61124800
3923,JK WOMEN HOSPITAL - DOMBIVLI,"MAITRI RAGHUKUL, SHAHEED BHAGAT SINGH ROAD,DOMBIVLI (EAST) 421201", MUMBAI, 421201, MAHARASHTRA, PPN, [251]2444421/2444431/2444403/2444405
3924,"NIRAMAY HOSPITAL & ICU TRAUMA CENTRE.-SUPA, AHMEDNAGAR.","AT/PO. SUPA, SUPA-PARNER ROAD.", AHMEDNAGAR, 414301, MAHARASHTRA, PPN, [2488]02488-213390
3925,DRISHTI VISION CARE PVT. LTD. - JALGAON,"NEAR DR SUBHASH CHOUDHARI HOSPITAL,PRATAP NAGAR JALGAON.", JALGAON, 425001, MAHARASHTRA, PPN, [257]02572220417
3926,VARAD HOSPITAL & CRITICAL CARE CENTER - BOISAR (W) - MUMBAI,"B-WING , F-8 , khodarambaugh ,", MUMBAI, 401501, MAHARASHTRA, PPN, [0]8275075757
3927,Dr Agarwals Healthcare Ltd - Pune,"No.127, Plot 7, Lotus Court", PUNE, 411007, MAHARASHTRA, PPN, [020]25881689
3928,JANSEVA HOSPITAL - KALWA (E) - THANE,"NEAR SAIMANDIR, WAGHOBHA NAGAR, KALWA EAST", THANE, 400605, MAHARASHTRA, PPN, [022]9619551011
3929,Sai Asian Hospital ( JSN Ahmednagar Aarogya Private Limited ) -Ahmednagar,"Viraj Estate, Opp Tarakpur Bus stop, Tarakpur, Ahmednagar", AHMEDNAGAR, 414001, MAHARASHTRA, PPN, [241]2321000
3930,MANGESH HOSPITAL - PUNE,"MANGESH HOSPITAL, A/P POST PERNE PHATA, TAL HAVELI, DIST PUNE,MAHARASHTRA - 412216", PUNE, 412216, MAHARASHTRA, PPN, [20]9922147291
3931,MORYA HOSPITAL - KOLHAPUR,"1987, E-WARD 9TH LANE,RAJARAMPURI, NEAR TAVANNAPPA PATANE HIGH SCHOOL", KOLHAPUR, 416008, MAHARASHTRA, PPN, [0231]24392121
3932,Navoday Hospital & Research Institute - Nagpur,"House No 3012, Umred Road , Bhande Plot Square, Nagpur", NAGPUR, 440009, MAHARASHTRA, PPN, [712]8788275185
3933,GLOBAL HOSPITAL & RESEARCH INSTITUTE - PUNE,"577/2, SINHAGAD ROAD, NEAR DATTAWADI POLICE CHOWKY, DATTAWADI, PUNE", PUNE, 411030, MAHARASHTRA, PPN, [020]020-24522452
3934,MUKHERJEE MULTISPECIALITY HOSPITAL - NAGPUR,"179, AYURVEDIC LAY-OUT,BHANDE PLOT SQUARE, UMRER ROAD, NAGPUR-440024", NAGPUR, 440024, MAHARASHTRA, PPN, [0712]9921164910
3935,LOTUSS HOSPITAL - THANE,"B 4/5, C 1/2 PARDISE BLDG KANKIYA MIRA ROAD EAST", THANE, 401107, MAHARASHTRA, PPN, [22]8080806558
3936,SIDDHPOOJA HOSPITAL - NAVI MUMBAI,"PLOT NO. 51, SECTOR - 1, PLAM BEACH SANPADA, NAVI MUNBAI - 400705", NAVI MUMBAI, 400705, MAHARASHTRA, PPN, [22]27819999
3937,UNICARE HOSPITAL - PUNE,"Sr.No.45,Milkat No.1/0134,Near jain mandir,dehu-alandi road dehugaon,tal-haveli,dist-pune", PUNE, 412109, MAHARASHTRA, PPN, [20]7775988364
3938,CHAITANYA HOSPITAL - SANGAMNER,"NEW NAGAR ROAD,TAJANE MALA,INFRONT OF NAGARE HOSPITAL,SANGAMNER,TAL-SANGAMNER", SANGAMNER, 422605, MAHARASHTRA, PPN," [02425]221632,224761"
3939,DISHA EYE HOSPITAL - JALGAON,"GANESH COLONY- CIVIL COURT ROAD, VISANJI NAGAR, JILHA PETH, JALGAON", JALGAON, 425001, MAHARASHTRA, PPN, [257]2223375
